country,storeNumber,customerNumber,name,vat,checkoutCheckCode,limit,product,period,customerType,registrationDate
IT,5,3938,Quire,IT-000-9,,22800,DIRECT_DEBIT,10,HORECA,1983-03-17
IT,4,6900,Buzzbean,IT-000-8,30,41800,BANK_TRANSFER,25,TRADER,2007-11-05
IT,3,9858,Oba,IT-000-8,,21600,DIRECT_DEBIT,20,SCO,1990-05-24
IT,1,9430,Yodel,IT-000-9,30,4000,BANK_TRANSFER,1,HORECA,1997-02-01
IT,5,8139,Kayveo,IT-000-6,,11900,DIRECT_DEBIT,60,TRADER,2007-07-19
DE,3,2568,Thoughtsphere,DE-000-4,,49100,DIRECT_DEBIT,20,TRADER,2004-07-12
IT,2,9187,Gabtype,IT-000-3,,16300,DIRECT_DEBIT,25,TRADER,2012-03-29
RO,4,1320,Devify,RO-000-4,,9300,DIRECT_DEBIT,10,HORECA,1988-07-09
IT,1,1081,Feedbug,IT-000-1,,41600,DIRECT_DEBIT,60,SCO,2015-07-27
DE,3,6748,Yakitri,DE-000-1,,32900,BANK_TRANSFER,5,TRADER,1989-01-06
DE,1,2973,Yozio,DE-000-3,30,8000,DIRECT_DEBIT,120,SCO,1996-06-01
IT,2,3438,Meetz,IT-000-5,,9400,DIRECT_DEBIT,15,SCO,2011-04-20
RO,2,2821,Edgewire,RO-000-0,,4100,BANK_TRANSFER,7,HORECA,2008-05-23
RO,5,9472,Devshare,RO-000-5,,33700,DIRECT_DEBIT,3,SCO,2008-12-16
FR,1,7907,Skinder,FR-000-1,,20200,DIRECT_DEBIT,7,SCO,2011-08-24
IT,3,8453,Mynte,IT-000-6,,30400,BANK_TRANSFER,3,TRADER,2009-08-04
RO,2,6706,Bubblebox,RO-000-3,,39700,DIRECT_DEBIT,15,HORECA,2003-03-06
IT,2,9867,Mydeo,IT-000-9,,16000,BANK_TRANSFER,21,TRADER,1983-04-14
DE,2,1922,Linkbridge,DE-000-0,,14400,BANK_TRANSFER,5,TRADER,2013-01-07
FR,4,2745,Vidoo,FR-000-4,,15500,BANK_TRANSFER,10,TRADER,1996-12-06
FR,5,9137,Oodoo,FR-000-2,,30100,BANK_TRANSFER,60,HORECA,1995-12-18
DE,2,8617,Topicstorm,DE-000-1,,38600,BANK_TRANSFER,70,SCO,1990-10-11
RO,5,7813,Photolist,RO-000-4,,21800,DIRECT_DEBIT,21,HORECA,1997-07-02
RO,4,2987,Jaxspan,RO-000-7,31,25200,BANK_TRANSFER,5,TRADER,1990-08-02
RO,1,8573,Meejo,RO-000-3,,24900,DIRECT_DEBIT,15,TRADER,2006-11-19
FR,2,9108,Brightbean,FR-000-2,,40300,BANK_TRANSFER,2,SCO,1989-10-11
FR,3,4942,Browsedrive,FR-000-0,,22700,DIRECT_DEBIT,60,TRADER,2019-01-19
RO,4,8825,Livefish,RO-000-5,,38600,DIRECT_DEBIT,60,SCO,1985-03-15
FR,4,6649,Dablist,FR-000-1,,23100,DIRECT_DEBIT,10,TRADER,1993-10-17
IT,2,6009,Jabberbean,IT-000-2,,11100,DIRECT_DEBIT,2,HORECA,1995-12-11
RO,5,9252,Lazzy,RO-000-4,,24500,BANK_TRANSFER,7,TRADER,1994-10-18
DE,4,3149,Bluezoom,DE-000-7,,10100,DIRECT_DEBIT,2,SCO,1996-09-25
IT,1,5455,Izio,IT-000-6,,25000,DIRECT_DEBIT,1,HORECA,1996-05-21
FR,2,4031,Dynava,FR-000-9,31,32100,BANK_TRANSFER,60,HORECA,1988-06-29
DE,2,2172,Fatz,DE-000-3,,29600,BANK_TRANSFER,20,SCO,1986-01-09
RO,5,8446,Kare,RO-000-7,,35000,DIRECT_DEBIT,70,TRADER,1983-10-29
DE,5,2654,Yozio,DE-000-6,,10700,DIRECT_DEBIT,21,TRADER,2008-04-22
IT,2,5025,Realbridge,IT-000-0,,29400,BANK_TRANSFER,25,SCO,2014-04-06
FR,1,9649,Trunyx,FR-000-0,,31700,DIRECT_DEBIT,120,SCO,2000-12-26
IT,2,9370,Wordware,IT-000-1,,45300,BANK_TRANSFER,5,HORECA,1985-07-28
RO,5,3966,Youtags,RO-000-0,,7000,DIRECT_DEBIT,25,TRADER,2004-10-17
FR,1,6996,Mita,FR-000-3,,43300,DIRECT_DEBIT,2,TRADER,2017-03-09
RO,3,5238,Dynazzy,RO-000-6,,46400,BANK_TRANSFER,21,SCO,2020-10-03
IT,5,4450,Gigaclub,IT-000-9,,22400,DIRECT_DEBIT,25,HORECA,1999-04-09
RO,1,1242,Omba,RO-000-6,,8000,BANK_TRANSFER,70,HORECA,2013-06-24
RO,1,5995,Meevee,RO-000-3,30,48300,DIRECT_DEBIT,5,HORECA,1998-07-22
IT,2,6259,Riffpedia,IT-000-0,,46200,DIRECT_DEBIT,5,SCO,2012-08-16
IT,4,2035,Browsecat,IT-000-8,,43600,BANK_TRANSFER,15,TRADER,2021-06-17
RO,4,9576,Meemm,RO-000-9,,11800,BANK_TRANSFER,120,TRADER,2011-02-19
IT,5,5693,Topiclounge,IT-000-6,,2900,DIRECT_DEBIT,1,SCO,1985-10-19
FR,1,4664,Wikido,FR-000-6,,8800,BANK_TRANSFER,60,TRADER,1995-02-23
DE,5,4036,Flashset,DE-000-0,,30900,BANK_TRANSFER,3,TRADER,2004-06-07
IT,5,9666,Demivee,IT-000-8,,41900,BANK_TRANSFER,60,TRADER,2020-08-24
IT,3,7743,Quatz,IT-000-9,,16600,DIRECT_DEBIT,5,TRADER,1981-10-19
IT,1,1616,Geba,IT-000-0,,21600,BANK_TRANSFER,25,TRADER,2020-04-26
RO,1,3528,Jaloo,RO-000-4,,34700,BANK_TRANSFER,5,SCO,1992-07-15
FR,5,8653,Edgetag,FR-000-7,,15300,DIRECT_DEBIT,10,SCO,2017-08-31
FR,2,7082,Eayo,FR-000-1,,33200,BANK_TRANSFER,7,HORECA,1989-04-20
FR,4,4675,Avaveo,FR-000-4,,44000,DIRECT_DEBIT,21,SCO,1999-12-09
IT,5,8599,Reallinks,IT-000-9,,12300,BANK_TRANSFER,7,TRADER,2021-05-28
RO,3,8019,Mydo,RO-000-9,30,33900,DIRECT_DEBIT,30,TRADER,1980-07-29
RO,1,4499,InnoZ,RO-000-7,,21300,BANK_TRANSFER,2,HORECA,2003-07-04
DE,3,2556,Latz,DE-000-4,,32500,BANK_TRANSFER,30,HORECA,2003-01-03
RO,4,7801,Kimia,RO-000-3,,1100,DIRECT_DEBIT,2,HORECA,1995-12-26
RO,4,6282,Oodoo,RO-000-7,,6100,BANK_TRANSFER,21,HORECA,2001-02-21
FR,3,1848,Youtags,FR-000-1,31,19700,BANK_TRANSFER,5,HORECA,2013-09-27
IT,5,9150,Vidoo,IT-000-3,30,40100,BANK_TRANSFER,25,SCO,1984-11-29
DE,4,2723,Ozu,DE-000-2,,34800,BANK_TRANSFER,7,SCO,2008-07-28
DE,2,9815,Eare,DE-000-5,,31300,DIRECT_DEBIT,3,TRADER,2005-10-31
RO,3,1100,Twitterworks,RO-000-5,,13300,BANK_TRANSFER,120,HORECA,2010-07-17
IT,4,5381,Camimbo,IT-000-8,,11400,DIRECT_DEBIT,60,HORECA,1997-11-04
IT,1,2225,Feedspan,IT-000-9,,19800,BANK_TRANSFER,10,TRADER,2005-01-22
DE,4,5903,Rhynoodle,DE-000-7,31,8300,DIRECT_DEBIT,1,SCO,1991-09-27
IT,2,7853,Realcube,IT-000-1,,20400,DIRECT_DEBIT,70,SCO,2019-04-27
RO,1,6558,Realcube,RO-000-8,,5100,DIRECT_DEBIT,3,TRADER,2010-01-12
IT,3,2308,Rhybox,IT-000-6,31,47100,BANK_TRANSFER,10,TRADER,2001-03-14
DE,2,9726,Dabfeed,DE-000-7,,44300,BANK_TRANSFER,10,HORECA,2018-09-01
RO,4,9581,Jazzy,RO-000-0,31,42300,DIRECT_DEBIT,3,TRADER,1989-03-13
IT,5,5019,Shufflester,IT-000-5,31,23200,DIRECT_DEBIT,1,SCO,1983-06-20
RO,1,3489,Miboo,RO-000-8,,31900,BANK_TRANSFER,5,SCO,1981-08-02
IT,3,7963,Rhyloo,IT-000-8,,16700,DIRECT_DEBIT,30,TRADER,1999-06-14
DE,4,1823,Youopia,DE-000-9,,26200,DIRECT_DEBIT,2,SCO,1994-03-10
RO,1,1815,Devify,RO-000-0,,46400,BANK_TRANSFER,60,HORECA,2013-06-03
DE,5,1345,Wordware,DE-000-4,,8900,BANK_TRANSFER,30,TRADER,1993-10-17
RO,5,7582,Edgewire,RO-000-4,,46200,DIRECT_DEBIT,1,HORECA,2011-02-24
RO,5,4597,Roombo,RO-000-6,30,30100,DIRECT_DEBIT,5,SCO,2013-11-19
FR,5,1506,Oyoloo,FR-000-7,,5000,DIRECT_DEBIT,70,SCO,2005-12-16
RO,3,4787,Youbridge,RO-000-4,,35000,BANK_TRANSFER,25,SCO,2009-07-24
FR,2,3729,Jazzy,FR-000-3,,16400,DIRECT_DEBIT,3,HORECA,1992-08-17
FR,2,7964,Gabtype,FR-000-6,,12000,DIRECT_DEBIT,7,SCO,2021-08-18
RO,3,1574,Zoonder,RO-000-6,,14900,BANK_TRANSFER,10,SCO,2021-06-01
RO,5,1605,Muxo,RO-000-8,,16700,DIRECT_DEBIT,20,SCO,2013-01-04
DE,5,4422,Edgeclub,DE-000-1,,14400,BANK_TRANSFER,10,HORECA,1991-04-05
FR,5,8240,Youopia,FR-000-1,,46200,BANK_TRANSFER,15,TRADER,1984-02-08
RO,1,2108,Feedfire,RO-000-8,,40800,BANK_TRANSFER,20,HORECA,2015-02-11
RO,1,5659,Twiyo,RO-000-5,,42900,BANK_TRANSFER,21,TRADER,1985-09-25
FR,3,5485,Quire,FR-000-5,,16700,BANK_TRANSFER,70,HORECA,2002-07-13
RO,4,2037,Oyoba,RO-000-1,31,42800,DIRECT_DEBIT,7,HORECA,2007-07-19
RO,4,2360,Youopia,RO-000-2,,42800,BANK_TRANSFER,2,TRADER,2001-03-20
RO,3,4857,Chatterbridge,RO-000-9,,17900,BANK_TRANSFER,30,TRADER,1997-03-14
RO,5,4797,Realmix,RO-000-0,,47800,BANK_TRANSFER,2,TRADER,1996-06-27
IT,4,7163,Browsebug,IT-000-0,,26200,DIRECT_DEBIT,1,HORECA,1985-05-13
FR,2,9882,Ainyx,FR-000-8,,15000,DIRECT_DEBIT,30,TRADER,1999-07-28
RO,5,9301,Yata,RO-000-9,30,33900,BANK_TRANSFER,3,HORECA,1996-01-08
FR,5,6775,Fatz,FR-000-1,,34600,BANK_TRANSFER,15,HORECA,1983-09-13
RO,3,2530,Rhybox,RO-000-3,,36900,BANK_TRANSFER,10,TRADER,2015-02-04
FR,2,6381,Bubblemix,FR-000-7,,27000,BANK_TRANSFER,15,HORECA,1997-04-16
RO,1,7195,Topiczoom,RO-000-1,,8600,DIRECT_DEBIT,5,SCO,1982-01-10
FR,2,6597,Shufflester,FR-000-8,,5600,DIRECT_DEBIT,15,TRADER,1986-06-22
RO,2,7209,Voolia,RO-000-4,,6500,DIRECT_DEBIT,3,TRADER,2017-12-04
RO,2,9394,Topicblab,RO-000-9,,46400,BANK_TRANSFER,30,SCO,2012-10-05
FR,4,7804,Youspan,FR-000-1,,1200,BANK_TRANSFER,60,TRADER,1992-03-11
IT,2,1386,Rhynoodle,IT-000-2,,44000,BANK_TRANSFER,10,SCO,2001-06-26
RO,2,4858,Brainlounge,RO-000-7,,47500,DIRECT_DEBIT,2,HORECA,2021-08-10
IT,5,6886,Browsebug,IT-000-8,,36200,BANK_TRANSFER,30,HORECA,2013-12-11
FR,2,1489,Gigazoom,FR-000-2,,19100,BANK_TRANSFER,120,TRADER,2002-06-07
FR,5,5636,Skippad,FR-000-4,,17200,DIRECT_DEBIT,5,TRADER,1987-01-28
FR,1,1327,Yodoo,FR-000-0,,5900,DIRECT_DEBIT,21,SCO,2002-11-27
DE,1,6197,Mydo,DE-000-1,,18400,BANK_TRANSFER,7,SCO,1999-11-28
IT,4,5940,Centimia,IT-000-6,,1800,BANK_TRANSFER,2,HORECA,2002-09-05
IT,2,7274,Yodoo,IT-000-6,,20600,DIRECT_DEBIT,20,TRADER,1997-08-02
RO,3,3531,Twitterwire,RO-000-3,,48000,DIRECT_DEBIT,25,SCO,2003-11-24
IT,1,9980,Nlounge,IT-000-7,,26700,DIRECT_DEBIT,30,HORECA,1996-10-30
IT,2,8195,Yakijo,IT-000-3,,33700,DIRECT_DEBIT,20,SCO,2017-02-14
RO,1,9822,Camimbo,RO-000-9,30,37400,BANK_TRANSFER,60,HORECA,1998-05-23
FR,2,1666,Tagchat,FR-000-9,,48300,DIRECT_DEBIT,7,HORECA,1998-02-18
RO,4,5604,Meevee,RO-000-6,,33800,DIRECT_DEBIT,21,TRADER,1998-04-23
DE,3,8548,Devify,DE-000-2,,13200,BANK_TRANSFER,3,TRADER,2003-12-26
IT,3,6349,Skynoodle,IT-000-0,,28900,DIRECT_DEBIT,21,HORECA,2008-05-24
IT,3,2111,Skibox,IT-000-0,,29300,DIRECT_DEBIT,7,TRADER,1989-12-26
IT,1,6737,Dynabox,IT-000-1,31,28200,DIRECT_DEBIT,3,TRADER,2003-03-05
DE,5,1882,Quatz,DE-000-5,,36400,BANK_TRANSFER,1,SCO,2013-01-11
IT,1,8763,Topicblab,IT-000-5,31,39600,BANK_TRANSFER,15,SCO,1993-12-07
IT,4,3276,Skinix,IT-000-0,,45200,DIRECT_DEBIT,10,SCO,2017-11-11
RO,4,1559,Vipe,RO-000-8,,1400,BANK_TRANSFER,60,TRADER,1988-11-30
RO,4,2909,Dabshots,RO-000-0,,15100,DIRECT_DEBIT,10,TRADER,1981-06-27
RO,2,6835,Gigashots,RO-000-1,,31000,BANK_TRANSFER,1,HORECA,2003-05-13
DE,2,3924,Skipstorm,DE-000-0,,12500,BANK_TRANSFER,60,HORECA,2006-03-31
RO,1,6778,Voomm,RO-000-3,31,36700,DIRECT_DEBIT,70,TRADER,2015-09-17
IT,3,8278,Plajo,IT-000-3,,8200,DIRECT_DEBIT,25,SCO,2021-02-06
IT,1,5647,Edgeblab,IT-000-2,,20700,DIRECT_DEBIT,70,HORECA,1982-06-04
IT,3,4367,BlogXS,IT-000-7,,35900,BANK_TRANSFER,20,TRADER,2014-09-29
RO,3,4170,Rhynyx,RO-000-7,,27500,DIRECT_DEBIT,15,SCO,2011-04-13
RO,3,5063,Avamm,RO-000-7,,30300,BANK_TRANSFER,21,SCO,1981-02-13
DE,4,1937,Lazz,DE-000-0,,26300,BANK_TRANSFER,5,TRADER,1981-02-22
IT,1,9965,Trudeo,IT-000-5,,28300,BANK_TRANSFER,10,SCO,2005-10-31
IT,4,3475,Kare,IT-000-6,30,19700,BANK_TRANSFER,15,TRADER,1980-09-03
IT,2,2627,Buzzbean,IT-000-6,,2500,BANK_TRANSFER,2,SCO,2010-08-08
FR,2,6838,Tambee,FR-000-7,31,34500,DIRECT_DEBIT,60,SCO,1993-08-20
RO,2,6902,Yodel,RO-000-0,,2500,BANK_TRANSFER,70,TRADER,2014-09-29
IT,5,2584,Skaboo,IT-000-2,,3000,DIRECT_DEBIT,120,HORECA,1997-10-14
RO,2,1843,Demimbu,RO-000-8,,23400,DIRECT_DEBIT,1,HORECA,1980-03-27
FR,1,2157,Gigashots,FR-000-8,30,13600,BANK_TRANSFER,120,SCO,2001-01-07
IT,1,6910,Pixoboo,IT-000-5,,6400,BANK_TRANSFER,60,TRADER,2011-03-26
IT,1,5630,Gigabox,IT-000-2,,27500,BANK_TRANSFER,20,HORECA,2018-07-09
DE,2,6198,Realfire,DE-000-9,,28000,BANK_TRANSFER,25,HORECA,1993-10-11
IT,2,1608,Talane,IT-000-3,,14200,BANK_TRANSFER,20,SCO,2001-07-12
FR,3,8909,Agivu,FR-000-6,,16900,BANK_TRANSFER,5,TRADER,1986-11-25
DE,4,5263,Twitterbeat,DE-000-6,,45600,DIRECT_DEBIT,120,SCO,2013-04-05
DE,5,7928,Eare,DE-000-0,,35500,BANK_TRANSFER,15,HORECA,2011-11-28
DE,1,7892,Tavu,DE-000-9,30,22200,DIRECT_DEBIT,25,TRADER,1996-04-07
IT,1,1831,Thoughtblab,IT-000-3,,10400,DIRECT_DEBIT,25,HORECA,1982-06-03
RO,1,7595,Zoomcast,RO-000-1,,10900,DIRECT_DEBIT,30,TRADER,2011-09-11
RO,4,6348,Browsedrive,RO-000-5,,37200,DIRECT_DEBIT,21,HORECA,2005-06-21
FR,1,8300,Muxo,FR-000-3,,21900,DIRECT_DEBIT,20,TRADER,1987-01-07
FR,1,2436,Meezzy,FR-000-5,,11600,DIRECT_DEBIT,70,TRADER,2013-04-19
RO,5,5385,Mydo,RO-000-7,,28500,DIRECT_DEBIT,70,HORECA,2013-12-25
DE,5,9121,Livepath,DE-000-2,,14400,DIRECT_DEBIT,15,SCO,2018-08-18
DE,1,1913,Viva,DE-000-8,,23700,DIRECT_DEBIT,10,TRADER,1996-08-09
DE,5,7577,Wikizz,DE-000-3,,19000,DIRECT_DEBIT,1,TRADER,2020-01-26
FR,2,3703,Avamm,FR-000-6,,12200,BANK_TRANSFER,120,TRADER,2001-04-19
IT,5,9915,Dabvine,IT-000-8,,24700,BANK_TRANSFER,3,SCO,1985-09-11
FR,2,7394,Lajo,FR-000-4,,31900,BANK_TRANSFER,15,SCO,2008-04-18
FR,2,8678,Riffwire,FR-000-4,,42900,BANK_TRANSFER,10,SCO,2004-03-14
DE,1,5171,Rhycero,DE-000-3,,43500,DIRECT_DEBIT,30,HORECA,1997-01-11
DE,2,7863,Jetwire,DE-000-6,,24500,DIRECT_DEBIT,20,TRADER,2013-02-27
RO,4,1197,Camimbo,RO-000-2,,14000,BANK_TRANSFER,3,TRADER,1996-04-30
RO,3,7203,BlogXS,RO-000-8,,22900,DIRECT_DEBIT,120,SCO,1987-10-01
FR,5,6988,Abata,FR-000-4,,9300,BANK_TRANSFER,2,SCO,2013-10-23
DE,1,5126,Thoughtstorm,DE-000-4,,42300,DIRECT_DEBIT,25,SCO,1995-04-28
IT,2,5473,Realcube,IT-000-4,,31700,BANK_TRANSFER,5,TRADER,1991-07-29
DE,1,4977,Tavu,DE-000-5,,17100,BANK_TRANSFER,60,SCO,1987-12-07
FR,3,6827,Cogibox,FR-000-5,,18100,BANK_TRANSFER,25,TRADER,2012-03-11
IT,4,2727,Meevee,IT-000-8,,37200,DIRECT_DEBIT,60,TRADER,1994-05-17
IT,3,7569,Twitterlist,IT-000-3,,36700,BANK_TRANSFER,21,TRADER,1987-02-17
RO,1,9438,Topicware,RO-000-4,,1600,BANK_TRANSFER,25,HORECA,2001-06-18
IT,2,8156,Browseblab,IT-000-8,,34200,BANK_TRANSFER,1,HORECA,2015-05-16
RO,2,6068,Topdrive,RO-000-2,,24100,BANK_TRANSFER,30,SCO,2005-09-12
IT,2,7573,Quimba,IT-000-6,,46100,DIRECT_DEBIT,3,HORECA,2019-09-21
IT,3,3744,Mycat,IT-000-8,,12600,DIRECT_DEBIT,60,HORECA,1985-09-08
FR,5,2911,Fiveclub,FR-000-1,,11600,DIRECT_DEBIT,15,SCO,1986-05-15
IT,1,1861,Jaxbean,IT-000-8,,27700,DIRECT_DEBIT,7,TRADER,1988-03-10
FR,4,8740,Skiba,FR-000-9,,9000,DIRECT_DEBIT,15,HORECA,1991-10-22
DE,4,4387,Skiba,DE-000-4,,20300,BANK_TRANSFER,1,TRADER,1998-09-30
DE,2,6857,Trilia,DE-000-3,,39800,DIRECT_DEBIT,120,SCO,2014-11-01
DE,5,9891,Feedfish,DE-000-9,30,29400,DIRECT_DEBIT,1,HORECA,2012-01-25
FR,4,2964,Feednation,FR-000-5,,41900,DIRECT_DEBIT,60,HORECA,1989-02-11
DE,3,9823,Tagpad,DE-000-8,,14200,BANK_TRANSFER,21,HORECA,2014-03-12
IT,3,8469,Wordify,IT-000-5,,3500,BANK_TRANSFER,70,SCO,2009-03-19
IT,4,3979,Demizz,IT-000-3,,35000,BANK_TRANSFER,1,SCO,1998-07-28
FR,4,2649,Brightdog,FR-000-2,,31900,DIRECT_DEBIT,120,SCO,1980-02-02
RO,2,1681,Topdrive,RO-000-2,,32900,DIRECT_DEBIT,7,TRADER,1984-07-31
DE,4,8566,Voolia,DE-000-5,,25800,DIRECT_DEBIT,3,TRADER,1983-03-14
DE,2,4919,Flashdog,DE-000-7,,44800,DIRECT_DEBIT,30,HORECA,2015-12-22
RO,3,4407,Linklinks,RO-000-2,,13500,BANK_TRANSFER,120,HORECA,2016-08-05
IT,3,5544,Centidel,IT-000-0,,32000,DIRECT_DEBIT,21,SCO,2011-05-01
FR,1,5663,Babbleblab,FR-000-0,,36600,BANK_TRANSFER,2,SCO,2021-03-29
DE,5,6190,Feedfire,DE-000-5,,35500,DIRECT_DEBIT,25,SCO,2009-07-04
FR,4,1257,Mynte,FR-000-6,,20700,DIRECT_DEBIT,120,SCO,1996-12-29
RO,5,3485,Demizz,RO-000-2,,10200,DIRECT_DEBIT,70,HORECA,2020-06-25
RO,4,6360,Feedbug,RO-000-0,,17300,BANK_TRANSFER,3,TRADER,2013-08-28
DE,5,3147,Eayo,DE-000-5,,33400,BANK_TRANSFER,30,HORECA,2018-02-02
RO,5,7543,Riffwire,RO-000-5,,45800,BANK_TRANSFER,60,HORECA,1983-08-24
FR,1,9240,Brainverse,FR-000-4,,29200,BANK_TRANSFER,21,TRADER,1982-04-21
IT,3,8556,Gigabox,IT-000-0,,47100,DIRECT_DEBIT,7,HORECA,2019-05-04
DE,1,9298,Shufflester,DE-000-3,,13700,BANK_TRANSFER,25,HORECA,2009-11-20
IT,3,6431,Feednation,IT-000-8,,35000,BANK_TRANSFER,15,HORECA,2007-06-29
IT,5,9668,Yamia,IT-000-5,,41800,DIRECT_DEBIT,3,SCO,2004-03-17
RO,2,5577,Babbleopia,RO-000-1,,13300,BANK_TRANSFER,21,TRADER,2009-05-23
IT,5,6365,Divape,IT-000-9,,12900,BANK_TRANSFER,15,HORECA,2014-05-24
RO,3,3608,Thoughtstorm,RO-000-0,,7700,BANK_TRANSFER,30,HORECA,1983-03-12
IT,2,8351,Yombu,IT-000-7,,4900,DIRECT_DEBIT,1,SCO,1983-03-25
FR,2,4717,Quimba,FR-000-8,,14900,DIRECT_DEBIT,1,TRADER,1981-11-20
DE,4,2873,Jaxspan,DE-000-6,,21500,DIRECT_DEBIT,15,SCO,1982-09-20
RO,4,9442,Meevee,RO-000-7,31,18700,DIRECT_DEBIT,1,TRADER,2014-12-11
RO,4,8324,Brainverse,RO-000-5,31,48800,BANK_TRANSFER,5,HORECA,2014-09-04
FR,1,2550,Vinder,FR-000-0,,22100,DIRECT_DEBIT,70,SCO,1992-03-18
RO,2,9659,Vipe,RO-000-3,,3900,BANK_TRANSFER,120,HORECA,1991-11-27
DE,1,2424,Ooba,DE-000-7,,39400,BANK_TRANSFER,60,TRADER,2015-09-18
FR,5,7682,Skivee,FR-000-9,,40000,DIRECT_DEBIT,60,HORECA,2008-02-16
RO,3,7362,Dabtype,RO-000-5,,2500,BANK_TRANSFER,7,TRADER,1983-03-07
DE,4,7832,Gevee,DE-000-8,31,30500,BANK_TRANSFER,120,SCO,2018-02-28
IT,4,2461,Yata,IT-000-7,,42600,BANK_TRANSFER,2,TRADER,1989-05-16
RO,2,4411,Meeveo,RO-000-2,,44300,DIRECT_DEBIT,70,TRADER,1987-12-24
IT,4,9765,Oyope,IT-000-6,,30000,BANK_TRANSFER,120,SCO,1999-07-12
RO,1,6279,Kanoodle,RO-000-2,,32800,BANK_TRANSFER,2,HORECA,2000-04-17
FR,1,3965,Oba,FR-000-3,,18900,DIRECT_DEBIT,15,SCO,1991-03-27
RO,4,6268,DabZ,RO-000-6,,39800,BANK_TRANSFER,5,TRADER,2021-01-18
FR,4,9735,Divape,FR-000-4,,4800,BANK_TRANSFER,15,HORECA,2010-09-29
RO,5,1948,Chatterpoint,RO-000-0,,45600,DIRECT_DEBIT,10,HORECA,2010-04-21
FR,3,8058,Edgetag,FR-000-1,,43200,BANK_TRANSFER,10,HORECA,1984-11-10
FR,3,5886,Dabvine,FR-000-7,30,42200,BANK_TRANSFER,21,SCO,1982-08-15
RO,3,4791,Skipstorm,RO-000-6,31,16400,DIRECT_DEBIT,21,TRADER,2003-07-20
IT,5,2895,Youbridge,IT-000-1,,26100,BANK_TRANSFER,25,HORECA,2011-07-06
IT,1,8754,Vidoo,IT-000-9,,43700,DIRECT_DEBIT,30,SCO,1990-06-26
RO,5,7240,Zoomzone,RO-000-0,,39500,BANK_TRANSFER,120,TRADER,2015-09-11
IT,5,9573,Yodoo,IT-000-2,,26600,DIRECT_DEBIT,70,TRADER,1986-09-14
RO,1,7379,Blogtags,RO-000-0,,12900,DIRECT_DEBIT,21,SCO,2009-10-20
RO,2,2161,Kayveo,RO-000-2,,38400,DIRECT_DEBIT,21,TRADER,1996-04-01
IT,5,8518,Devbug,IT-000-5,,44000,BANK_TRANSFER,1,HORECA,2010-06-01
IT,2,8348,Layo,IT-000-4,,32300,DIRECT_DEBIT,10,TRADER,1992-02-25
FR,1,7301,Youfeed,FR-000-9,,32200,DIRECT_DEBIT,15,HORECA,2014-02-16
FR,2,9025,Nlounge,FR-000-6,,43400,BANK_TRANSFER,1,SCO,2019-07-25
FR,4,9749,Tanoodle,FR-000-3,,18500,DIRECT_DEBIT,21,SCO,2009-06-05
RO,2,7968,Nlounge,RO-000-0,,9200,BANK_TRANSFER,7,TRADER,1988-01-28
DE,2,8139,Dabjam,DE-000-8,,18700,DIRECT_DEBIT,120,HORECA,1993-09-08
FR,2,9566,Jaxnation,FR-000-9,,18400,DIRECT_DEBIT,3,TRADER,2021-08-04
FR,4,2797,Brainbox,FR-000-1,,23800,DIRECT_DEBIT,25,HORECA,1993-11-09
RO,4,2863,Demizz,RO-000-9,,20400,BANK_TRANSFER,60,SCO,1985-01-07
FR,3,7313,Omba,FR-000-1,,46500,BANK_TRANSFER,7,SCO,1981-03-19
RO,3,6229,Skivee,RO-000-8,,34700,BANK_TRANSFER,15,SCO,1994-08-15
DE,5,5197,Vitz,DE-000-0,,31200,BANK_TRANSFER,7,TRADER,1992-02-15
IT,3,6727,Meedoo,IT-000-3,30,16600,DIRECT_DEBIT,30,SCO,1983-07-02
DE,2,5199,Yombu,DE-000-2,,28800,DIRECT_DEBIT,25,SCO,2018-11-13
RO,2,7120,Edgeify,RO-000-8,,3000,BANK_TRANSFER,70,SCO,1986-12-30
RO,2,9370,Agivu,RO-000-8,,11600,DIRECT_DEBIT,25,TRADER,2004-04-04
RO,3,4431,Fadeo,RO-000-0,,4800,DIRECT_DEBIT,120,SCO,2001-07-27
RO,1,3531,Trudeo,RO-000-8,,33500,BANK_TRANSFER,2,HORECA,2014-08-04
DE,4,7307,Aimbu,DE-000-8,,3700,DIRECT_DEBIT,70,HORECA,2020-10-17
IT,1,5724,Reallinks,IT-000-9,,45300,DIRECT_DEBIT,25,TRADER,1998-05-28
RO,4,8812,Katz,RO-000-2,,42100,BANK_TRANSFER,60,SCO,2020-04-01
DE,2,6494,Abatz,DE-000-2,30,5400,DIRECT_DEBIT,120,TRADER,2013-12-13
DE,3,5778,Yakitri,DE-000-7,,32600,DIRECT_DEBIT,30,SCO,2014-08-17
FR,4,6835,Flipbug,FR-000-2,,42600,BANK_TRANSFER,15,TRADER,2002-09-26
DE,1,5348,Browsedrive,DE-000-4,,8100,BANK_TRANSFER,5,HORECA,1985-05-14
RO,4,2463,Cogibox,RO-000-1,30,6600,DIRECT_DEBIT,3,TRADER,1993-10-09
IT,1,9092,Wikivu,IT-000-1,,40700,BANK_TRANSFER,2,HORECA,2007-03-17
RO,1,1231,Fivechat,RO-000-2,,20200,DIRECT_DEBIT,25,SCO,2000-02-02
DE,1,2895,Oloo,DE-000-7,,18800,DIRECT_DEBIT,2,SCO,1990-09-26
